Node_ID,Weight
82819,2.05E-05
48249,1.64E-05
1376,3.46E-05
112771,6.71E-05
3687,3.78E-05
98019,1.64E-05
79212,2.69E-05
106053,2.63E-05
103509,2.19E-05
4899,5.16E-06
80616,1.52E-05
90707,1.30E-05
48253,1.24E-05
84938,1.68E-05
70339,2.65E-05
110303,1.55E-05
47702,3.97E-05
69712,2.33E-05
12838,2.80E-05
86727,1.14E-05
2137,9.33E-06
96922,7.54E-05
5870,5.16E-06
90221,7.61E-06
88690,6.34E-05
57538,1.40E-05
61643,2.30E-05
113381,2.56E-05
7429,1.96E-05
7874,3.30E-05
81216,3.33E-05
115876,2.93E-05
55392,5.54E-05
122122,7.40E-06
89541,1.68E-05
7318,3.60E-05
103023,3.80E-05
49884,1.13E-05
118017,2.66E-05
111476,6.29E-05
47544,2.08E-05
77437,3.35E-05
3589,6.85E-06
79479,1.50E-05
76772,1.94E-05
108173,1.65E-05
123906,8.68E-05
12511,1.49E-05
11923,4.26E-05
122652,1.43E-05
54664,1.32E-05
52001,2.41E-05
112713,6.37E-05
108537,8.84E-06
428,8.84E-05
74888,3.83E-05
65053,3.14E-05
87040,1.73E-05
90830,7.21E-05
112399,2.45E-05
118635,3.49E-05
50631,3.83E-05
78939,1.97E-05
110373,3.11E-05
57845,1.41E-05
90209,2.35E-05
57339,1.24E-05
123450,5.92E-05
126005,3.30E-05
24396,3.37E-05
71327,2.39E-05
107797,1.43E-05
88767,1.53E-05
64321,1.65E-05
86488,3.62E-05
115735,1.45E-05
81632,7.88E-05
79242,1.44E-05
61102,1.38E-05
4520,5.16E-06
5237,3.73E-05
84349,4.01E-05
93221,2.16E-05
86964,4.10E-05
81800,1.04E-05
2166,9.33E-06
117651,1.24E-05
89210,9.62E-06
9772,7.37E-05
7382,5.82E-05
79377,1.20E-05
51087,7.87E-06
55911,1.69E-05
95668,5.38E-05
94294,2.87E-05
77085,2.24E-05
81453,1.06E-05
67416,2.01E-05
49958,0.000201586
77089,1.20E-05
70824,5.26E-05
69985,1.65E-05
91316,2.02E-05
10385,8.22E-05
72057,1.48E-05
59078,6.14E-05
53635,1.01E-05
10701,9.65E-05
70111,2.86E-05
58314,3.95E-05
107047,1.06E-05
109345,3.17E-05
72893,1.78E-05
86614,8.75E-06
7121,5.54E-05
118791,1.75E-05
67418,4.36E-05
11600,4.82E-05
75108,9.37E-06
56607,1.23E-05
61567,2.57E-05
84812,1.39E-05
98131,0.000109016
120116,4.91E-05
8415,5.16E-06
110387,2.58E-05
111184,3.64E-05
110421,1.32E-05
45683,0.000108492
87018,3.36E-05
50645,8.83E-06
117850,1.71E-05
101432,4.87E-05
122118,6.67E-05
51889,8.81E-06
85674,1.85E-05
120247,2.44E-05
119783,3.82E-05
117101,2.42E-05
70866,5.60E-05
61042,1.42E-05
100473,2.42E-05
69290,1.53E-05
102860,2.62E-05
122586,2.65E-05
125326,5.65E-05
83550,1.04E-05
82114,9.03E-05
51039,9.83E-06
68485,3.00E-05
107451,1.07E-05
66101,2.26E-05
58918,2.93E-05
91906,1.23E-05
119120,2.38E-05
74206,1.73E-05
61050,4.88E-05
6401,3.20E-05
83719,1.58E-05
66333,1.43E-05
35350,8.83E-05
115810,4.19E-05
73520,2.14E-05
51018,2.69E-05
90464,2.88E-05
54170,1.71E-05
124563,1.29E-05
8612,5.16E-06
76170,0.000121703
12284,4.49E-05
91436,0.000108828
112106,1.96E-05
101777,1.54E-05
122172,1.14E-05
59462,2.37E-05
120219,1.87E-05
99189,6.87E-05
7733,8.97E-05
51387,1.82E-05
10810,5.12E-05
66787,3.73E-05
107374,1.63E-05
125350,1.82E-05
60192,5.49E-05
103021,1.44E-05
72526,3.31E-05
116695,1.94E-05
77277,2.43E-05
4004,7.14E-05
69570,9.01E-06
51306,6.11E-05
122292,5.25E-05
82969,7.83E-05
241,5.88E-05
81725,1.28E-05
80340,1.57E-05
81977,1.26E-05
580,1.72E-05
117752,1.37E-05
72080,4.10E-05
103216,1.50E-05
24974,1.75E-05
112024,2.39E-05
116567,3.16E-05
103944,1.36E-05
122477,2.83E-05
118981,2.85E-05
100963,5.57E-05
66021,2.78E-05
107501,1.16E-05
115149,4.21E-05
66946,1.99E-05
90314,5.33E-05
6067,5.02E-05
91050,6.46E-05
117503,1.10E-05
93133,3.25E-05
51318,4.41E-05
66271,1.87E-05
79111,1.99E-05
62047,2.98E-05
124252,1.37E-05
117596,1.99E-05
106033,1.00E-05
54033,3.10E-05
89949,3.06E-05
55386,4.44E-05
3689,5.16E-06
100967,1.33E-05
6802,6.96E-05
56805,2.77E-05
19970,2.09E-05
98151,1.42E-05
69306,3.95E-05
67330,5.09E-05
87964,3.03E-05
80088,1.94E-05
47406,4.78E-05
122519,1.76E-05
8784,5.16E-06
50991,3.55E-05
1046,6.74E-05
125379,5.73E-05
61921,2.77E-05
118825,8.07E-05
85521,1.42E-05
99233,1.84E-05
56735,6.07E-05
105255,2.18E-05
68696,1.52E-05
95476,6.73E-05
124623,1.96E-05
93189,1.76E-05
61604,3.93E-05
82603,7.04E-05
93264,2.98E-05
99273,7.52E-06
88781,1.59E-05
71017,3.07E-05
8851,0.000117213
56020,2.07E-05
119953,1.57E-05
72196,2.84E-05
74220,5.94E-05
93499,1.86E-05
65650,5.49E-05
102934,1.43E-05
9296,2.91E-05
119181,1.72E-05
89365,1.62E-05
122816,3.76E-05
108733,1.66E-05
101835,3.47E-05
64319,1.05E-05
96849,4.52E-05
12021,1.24E-05
72098,3.24E-05
111656,4.11E-05
61275,3.63E-05
61561,3.30E-05
10492,7.76E-06
51061,1.17E-05
118438,3.54E-05
95466,1.84E-05
1028,3.62E-05
78598,2.31E-05
60964,1.71E-05
118685,3.07E-05
3066,1.13E-05
79407,2.89E-05
114983,1.63E-05
90120,9.57E-06
369,7.48E-05
72390,2.59E-05
99874,2.60E-05
85145,2.20E-05
90996,3.14E-05
51455,6.93E-05
120195,5.08E-05
75132,2.21E-05
88412,1.62E-05
84098,2.38E-05
57824,1.21E-05
67509,3.53E-05
7191,0.000107388
114709,1.35E-05
124120,3.45E-05
9795,3.28E-05
72154,1.30E-05
73333,2.86E-05
100509,3.21E-05
81022,1.94E-05
34179,1.30E-05
115599,2.43E-05
110720,5.77E-05
72941,4.11E-05
64400,1.23E-05
120294,6.34E-05
115040,1.53E-05
67239,4.53E-05
84387,5.40E-05
6812,9.87E-05
63032,1.51E-05
52489,4.63E-05
48327,3.47E-05
96703,2.19E-05
78360,2.45E-05
10792,2.02E-05
55072,4.41E-05
11661,4.48E-05
49930,1.44E-05
105554,1.52E-05
111644,1.94E-05
63617,1.21E-05
7706,1.22E-05
53354,2.21E-05
803,4.32E-05
65905,0.000122693
56853,1.58E-05
120314,1.90E-05
92758,1.12E-05
18928,3.09E-05
5413,5.16E-06
77385,1.05E-05
104703,2.06E-05
725,3.99E-05
104186,1.61E-05
15662,1.81E-05
7051,5.16E-06
52764,0.000476861
48637,2.15E-05
81406,2.22E-05
82160,3.11E-05
29763,1.35E-05
84604,2.34E-05
92550,3.38E-05
96841,1.59E-05
114759,9.49E-05
96588,3.89E-05
99886,3.22E-05
70879,3.78E-05
64519,7.48E-05
63535,4.55E-05
126370,1.38E-05
69855,3.33E-05
47221,2.05E-05
97264,2.81E-05
49082,2.34E-05
99137,2.01E-05
68688,8.18E-06
55127,3.32E-05
110076,2.98E-05
81430,9.72E-05
65941,3.73E-05
83570,1.55E-05
55111,1.85E-05
105601,2.30E-05
83857,2.68E-05
121304,2.57E-05
62053,8.18E-05
104893,1.59E-05
11481,3.18E-05
80364,2.73E-05
116492,3.81E-05
8130,2.93E-05
102006,2.90E-05
81469,2.92E-05
9720,3.91E-05
68776,2.56E-05
86926,5.34E-05
120608,1.56E-05
59818,1.53E-05
12120,1.24E-05
102042,0.000101934
66143,2.84E-05
80112,3.31E-05
115472,8.24E-06
10689,5.16E-06
113977,2.63E-05
80165,1.63E-05
57934,3.43E-05
83906,1.57E-05
58666,2.51E-05
101841,2.63E-05
64802,2.93E-05
115070,1.05E-05
434,1.43E-05
99,0.000152538
61985,3.28E-05
75683,8.35E-06
47874,3.52E-05
63316,1.39E-05
118557,2.92E-05
125246,7.72E-05
108613,4.01E-05
85513,7.23E-05
85147,1.90E-05
86600,1.83E-05
59110,1.86E-05
54099,4.17E-05
104096,1.72E-05
80984,3.65E-05
1726,0.000101919
53681,1.84E-05
97561,8.13E-06
69354,2.04E-05
57567,2.20E-05
64225,3.08E-05
95578,3.71E-05
121558,1.88E-05
68999,2.16E-05
119979,2.80E-05
4642,4.56E-05
111910,3.81E-05
57094,5.17E-05
113224,5.70E-05
116630,2.30E-05
80235,7.35E-05
106810,3.22E-05
61342,9.17E-05
123932,2.19E-05
49370,2.20E-05
68235,1.74E-05
67479,3.50E-05
62976,2.23E-05
51885,7.33E-05
40935,2.72E-05
79413,2.00E-05
48843,2.25E-05
108818,1.62E-05
59658,2.55E-05
105019,1.32E-05
7049,5.16E-06
95236,4.73E-05
116782,2.09E-05
48539,1.91E-05
69404,1.09E-05
48445,3.58E-05
62968,2.87E-05
113288,0.000203803
103982,1.35E-05
67308,2.44E-05
99737,3.51E-05
48215,1.48E-05
110312,1.36E-05
123163,1.58E-05
56117,2.70E-05
55711,3.32E-05
114438,3.00E-05
5365,1.07E-05
12286,2.27E-05
40668,1.95E-05
65610,4.37E-05
72861,4.69E-05
54732,1.89E-05
88108,2.99E-05
66653,1.90E-05
66724,2.34E-05
92013,4.15E-05
119092,7.18E-05
58554,2.08E-05
72983,1.37E-05
54758,3.73E-05
55192,6.41E-05
103871,9.87E-06
113035,1.08E-05
105139,1.69E-05
74416,1.71E-05
60998,1.31E-05
1694,2.54E-05
109864,2.72E-05
102067,8.97E-06
48105,2.41E-05
9804,4.18E-05
125896,1.50E-05
118924,7.67E-05
54636,1.35E-05
68580,7.79E-06
87436,1.25E-05
80055,4.51E-05
35286,2.85E-05
79999,2.00E-05
119866,4.14E-05
115421,1.52E-05
70337,3.46E-05
73692,3.81E-05
52497,5.19E-05
74589,7.19E-06
12172,1.66E-05
2322,2.51E-05
108527,3.19E-05
100162,1.70E-05
81760,2.71E-05
116884,9.98E-06
97541,2.38E-05
105916,2.09E-05
73251,3.66E-05
86341,6.75E-05
70632,4.74E-05
69384,5.74E-05
78146,2.59E-05
99985,1.46E-05
74533,1.97E-05
52989,4.90E-05
10681,5.61E-05
69378,1.06E-05
47586,2.16E-05
53563,3.00E-05
66898,3.03E-05
11619,1.49E-05
94491,1.08E-05
113457,1.30E-05
66383,3.42E-05
123280,4.20E-05
82815,2.08E-05
55096,1.93E-05
84154,6.60E-05
3882,2.26E-05
102515,2.21E-05
53882,2.20E-05
86505,1.59E-05
100457,2.30E-05
125264,2.25E-05
63089,1.00E-05
89565,2.33E-05
3345,5.52E-05
113353,9.57E-05
104813,1.70E-05
64242,3.05E-05
51284,1.75E-05
88505,3.39E-05
124023,9.76E-06
86630,1.85E-05
7688,1.77E-05
93181,1.44E-05
61947,1.77E-05
113251,2.30E-05
123278,0.000427599
57000,4.46E-05
53068,1.24E-05
80929,1.65E-05
114198,8.82E-06
81634,2.70E-05
84000,4.19E-05
79331,3.65E-05
123303,1.81E-05
85867,3.78E-05
81443,2.25E-05
91672,1.65E-05
110947,1.85E-05
52107,1.20E-05
26467,4.37E-05
123993,1.81E-05
81718,3.06E-05
55947,1.24E-05
121103,1.93E-05
50479,2.21E-05
80618,1.86E-05
7748,7.91E-05
71701,1.28E-05
61734,9.17E-06
70143,2.00E-05
102371,1.66E-05
109341,2.61E-05
89221,6.22E-05
109119,0.000188512
108885,1.73E-05
120569,4.34E-05
60642,1.11E-05
102429,2.02E-05
89113,1.13E-05
93813,2.01E-05
112808,8.70E-05
11981,7.21E-05
98896,2.17E-05
64291,3.45E-05
126239,3.20E-05
48758,0.000164913
680,2.80E-05
9404,7.54E-06
3203,6.94E-05
70939,4.39E-05
6909,3.44E-05
105065,3.45E-05
72666,1.26E-05
86496,1.83E-05
61469,1.14E-05
1100,0.00010559
96110,1.52E-05
811,1.74E-05
65508,2.46E-05
23991,4.49E-05
104422,1.11E-05
55343,2.34E-05
54182,1.18E-05
5397,0.000116634
123742,1.22E-05
91562,3.05E-05
78830,1.85E-05
60534,4.22E-05
5383,0.000128571
113622,2.57E-05
115990,2.04E-05
89520,2.91E-05
123658,2.23E-05
88973,4.73E-05
48665,2.59E-05
7233,0.000175388
67526,3.43E-05
116673,1.65E-05
64999,1.42E-05
74384,5.42E-05
74144,2.59E-05
80193,0.000139727
8233,0.000126329
79010,1.71E-05
86658,1.54E-05
120770,2.94E-05
84832,1.68E-05
99322,3.40E-05
121472,1.32E-05
113463,4.42E-05
55860,1.68E-05
6917,0.000112554
124064,1.72E-05
7217,1.80E-05
62863,1.60E-05
99922,2.60E-05
101191,2.97E-05
4768,5.16E-06
86399,1.33E-05
79827,1.99E-05
103163,2.44E-05
95444,1.23E-05
118464,4.61E-05
6887,2.25E-05
61580,2.03E-05
112951,9.71E-06
47195,1.82E-05
72951,3.70E-05
120540,1.51E-05
124936,8.16E-05
113308,3.76E-05
47416,4.86E-05
48427,2.28E-05
57591,1.78E-05
94093,2.17E-05
86944,1.81E-05
48099,3.47E-05
6279,3.44E-05
97646,9.60E-06
115102,2.57E-05
2394,3.81E-05
98844,6.46E-05
105968,2.59E-05
87319,1.79E-05
71536,1.85E-05
82585,3.24E-05
70300,2.81E-05
56346,2.75E-05
87140,1.52E-05
49130,8.34E-05
66277,7.71E-06
17380,2.54E-05
5574,1.90E-05
55380,3.94E-05
9853,6.13E-05
80261,1.08E-05
112190,0.000138892
88733,2.07E-05
73894,1.44E-05
104522,1.47E-05
12045,9.09E-06
4562,9.35E-05
117058,9.52E-06
105899,2.58E-05
73201,3.62E-05
119130,3.42E-05
91726,4.10E-05
81907,2.63E-05
124569,9.02E-05
78142,1.20E-05
66273,1.79E-05
61602,1.29E-05
72915,3.49E-05
96407,2.58E-05
79766,1.17E-05
48829,8.24E-05
10636,1.17E-05
72565,1.82E-05
80207,1.12E-05
126045,3.87E-05
66682,1.78E-05
65021,4.71E-05
65895,1.38E-05
122796,1.71E-05
89931,6.47E-05
69232,2.45E-05
48463,1.18E-05
121844,1.78E-05
118105,4.00E-05
117288,1.25E-05
46797,6.37E-05
75144,2.37E-05
93071,2.38E-05
101563,1.57E-05
98457,1.01E-05
87810,2.57E-05
12715,2.63E-05
103771,1.10E-05
62875,2.64E-05
86567,0.000137515
124504,3.61E-05
109635,9.65E-06
93842,2.21E-05
79953,2.28E-05
83970,4.02E-05
60425,1.17E-05
77700,2.66E-05
101208,3.49E-05
73261,2.18E-05
62890,3.84E-05
124126,1.56E-05
50745,3.45E-05
99110,0.000136018
99399,2.93E-05
91956,3.44E-05
66173,4.14E-05
56185,3.18E-05
61409,3.58E-05
48393,1.17E-05
67682,2.66E-05
91330,3.60E-05
9787,8.83E-05
101132,1.33E-05
98013,2.54E-05
85453,3.69E-05
2489,2.66E-05
96682,8.03E-05
51739,2.65E-05
75,0.000109935
75909,0.000158578
122998,1.97E-05
89585,0.002253385
58556,3.51E-05
83820,1.33E-05
87883,1.56E-05
111590,1.62E-05
106556,9.90E-06
9953,0.000113842
75590,1.83E-05
88230,2.75E-05
101717,1.95E-05
106822,2.38E-05
69176,1.07E-05
120047,2.07E-05
83333,1.05E-05
63333,2.40E-05
96421,2.18E-05
83469,3.18E-05
47750,1.50E-05
69666,1.23E-05
114478,4.67E-05
79367,4.99E-05
51921,2.69E-05
5100,5.16E-06
12683,3.27E-05
70025,2.46E-05
118932,1.55E-05
64995,4.62E-05
66846,3.75E-05
52886,1.65E-05
11802,4.53E-05
60114,2.34E-05
12340,8.92E-06
67131,3.63E-05
109525,1.23E-05
70765,3.47E-05
93962,2.11E-05
79405,3.12E-05
60908,1.81E-05
97567,2.18E-05
115850,2.65E-05
63164,2.00E-05
56775,4.62E-05
98304,4.49E-05
120640,2.60E-05
105639,2.08E-05
54551,3.60E-05
94805,4.74E-05
71802,5.17E-05
90268,3.13E-05
122128,2.80E-05
9273,3.00E-05
103769,2.59E-05
115729,3.40E-05
60367,1.11E-05
91272,0.000177065
70455,0.000107699
67286,4.47E-05
62903,2.19E-05
96861,1.81E-05
84495,1.72E-05
93023,4.78E-05
91770,3.32E-05
57640,4.22E-05
10902,1.31E-05
85646,2.58E-05
57595,1.44E-05
112476,2.87E-05
69110,8.95E-06
51491,7.63E-06
98819,2.08E-05
103279,1.28E-05
66019,2.57E-05
124796,3.48E-05
5280,5.16E-06
103153,2.59E-05
95818,2.99E-05
62664,5.03E-05
47806,2.00E-05
81147,2.55E-05
52199,3.99E-05
69350,1.49E-05
66389,1.36E-05
66950,2.72E-05
68540,3.56E-05
64263,1.58E-05
84412,2.66E-05
58121,2.26E-05
6193,2.58E-05
59535,2.87E-05
7003,2.28E-05
10885,2.78E-05
98097,2.94E-05
10971,1.74E-05
111688,1.07E-05
81969,3.43E-05
109187,1.44E-05
98283,3.45E-05
101709,1.46E-05
88479,1.90E-05
50050,2.14E-05
10020,3.45E-05
11572,8.77E-05
102335,1.14E-05
94013,2.03E-05
88345,1.66E-05
12320,3.37E-05
61161,1.59E-05
70781,2.41E-05
50289,2.04E-05
78722,2.65E-05
80785,3.45E-05
88317,3.79E-05
104278,5.32E-05
68829,2.78E-05
122369,2.21E-05
121589,2.23E-05
66708,1.07E-05
89407,3.87E-05
52105,1.57E-05
118749,1.96E-05
50687,2.97E-05
62321,2.82E-05
49614,1.54E-05
6729,3.44E-05
1710,1.88E-05
7570,5.95E-05
108880,4.38E-05
55121,2.95E-05
103121,1.32E-05
101771,1.63E-05
79295,0.000177417
6609,2.39E-05
117097,1.33E-05
120029,2.05E-05
108406,4.80E-05
101,0.000128282
2117,2.44E-05
89953,5.54E-05
86634,1.51E-05
60323,2.79E-05
9243,5.41E-05
84562,7.95E-05
105438,2.18E-05
86942,5.33E-05
85987,0.000164333
91614,4.34E-05
75641,1.46E-05
92381,1.99E-05
102032,5.20E-05
92363,2.63E-05
6012,7.55E-06
67334,1.63E-05
75140,3.99E-05
113119,4.46E-05
88493,1.36E-05
51109,4.26E-05
90080,2.19E-05
5723,5.16E-06
102932,1.93E-05
89941,1.50E-05
54281,1.60E-05
111120,1.74E-05
86057,1.67E-05
27171,5.47E-05
95432,8.85E-05
96839,4.08E-05
125841,2.75E-05
81088,5.23E-05
73622,2.84E-05
88769,3.47E-05
17321,1.90E-05
