3722,0.0002045697835541426
123456,2.724882107381649e-05
61366,4.431933004039563e-05
9227,1.5051249504563393e-05
35331,7.979608007002619e-05
10677,0.00012871825222494695
2312,1.5051249504562771e-05
718,9.105043900724397e-05
67024,2.0383840603030398e-05
4813,3.3003970830529814e-05
7265,0.00010018316957813899
55825,0.0003452583319868171
113795,5.2683709598517414e-05
10113,6.700965700094349e-05
6216,0.0003932879382248988
122790,2.7015201585635555e-05
118717,2.2517573645161403e-05
5637,0.00018947044313339815
81141,2.089027135987198e-05
76291,1.5051249504563017e-05
9394,1.505124950456302e-05
112427,0.00011298125189860726
11616,9.402213683220578e-05
6392,0.00021454100204361872
12363,7.079984019972629e-05
111832,2.086313873070796e-05
12178,1.5051249504563017e-05
106390,3.9973851306914175e-05
8497,1.5051249504563017e-05
102315,0.00029245116310746096
4379,5.2442355269426904e-05
7145,5.919583717415674e-05
112332,4.563518721357607e-05
81080,3.433810072339831e-05
57498,3.4667004106248014e-05
100660,5.8644061374228416e-05
367,1.5051249504563017e-05
1835,1.5051249504563017e-05
4522,1.5051249504563017e-05
10204,1.5051249504563017e-05
120259,1.5051249504563017e-05
111271,3.626807674057532e-05
103681,3.2640782422024386e-05
109872,1.5051249504563017e-05
110105,2.0895756614562763e-05
109734,0.0001142321715649631
5934,0.0001234292374027233
111772,3.7518437763280075e-05
57901,0.00010418200000848761
2453,1.5051249504563017e-05
74717,7.741201611830943e-05
63629,1.5051249504563017e-05
1781,1.5051249504563017e-05
12003,1.5051249504563017e-05
3277,1.5051249504563017e-05
1746,1.5051249504563017e-05
36777,2.992852504703003e-05
88119,4.324643179108485e-05
109024,2.2909213773941383e-05
1634,4.628423762680431e-05
111303,1.9897050981649094e-05
2578,0.00021112497197878563
7015,1.5051249504563017e-05
10250,0.00021009174600151867
111353,3.609544622057482e-05
87824,1.5051249504563017e-05
1793,1.5051249504563017e-05
3794,1.5051249504563017e-05
2744,1.5051249504563017e-05
48205,3.7732683089513255e-05
4274,1.5051249504563017e-05
79724,2.058123790301472e-05
66653,2.818610827631986e-05
112154,0.00011393369766967234
2686,1.5051249504563017e-05
89535,1.5051249504563017e-05
6956,0.0002751746885508261
1358,1.5051249504563017e-05
104580,0.000526531003008539
58588,3.926465766137562e-05
92659,2.6196932410596986e-05
